ref,proj_mat,proj_density,angle,bumper_mat,bumper_thick,bumper_density,standoff,wall_thick,wall_mat,wall_density,wall_yieldksi,velocity,dc_NNO,dc_modNNO,dc_reimerdes,dc_JSCwhipple,dc_JSCwhipple_mod
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.4,0.56820532640441,0.5572077481480291,0.49111047370698696,0.5026847289818511,0.515189103472177
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.5,0.5651708429918313,0.5542319969705188,0.4896289823115561,0.5011852477975235,0.5137835193443234
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.6,0.5621765516018137,0.5512956599015079,0.4884270021708044,0.4997025351092544,0.5123890927797308
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.700000000000001,0.5592216071929959,0.5483979082553572,0.48723230317236993,0.4982361451066986,0.5110050936437363
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.8,0.5563051889626863,0.5455379371159594,0.48604446598497353,0.4967856241291078,0.5096308200408962
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,12.9,0.5534264994688686,0.5427149644757383,0.4851552669461502,0.4953505115532561,0.508265602699634
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.0,0.5505847637905296,0.5399282304122279,0.48380937612489966,0.49393034207234177,0.5072148350824539
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.1,0.5477792287243543,0.537176996300316,0.4824781358943513,0.49252464775865823,0.5056816136316944
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.200000000000001,0.545009162015951,0.5344605440583484,0.48116191951551046,0.49113295981322225,0.5041737282351976
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.3,0.5422738516238726,0.5317781754263953,0.47986102728071484,0.48975481045752955,0.502690246581149
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.4,0.5395726050147998,0.5291292112750758,0.4790466632784926,0.48838973510091044,0.5012301989423831
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.5,0.5369047484883465,0.5265129909434328,0.47790054054393627,0.4870372740040087,0.5002317868118392
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.6,0.5342696265300337,0.5239288716044286,0.476760032499926,0.48569697411494256,0.49891445990185235
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.700000000000001,0.5316666011910581,0.5213762276567185,0.4756251442634934,0.4843683906468005,0.49760223704295786
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.8,0.5290950514935608,0.5188544501414311,0.47449589734717557,0.4830510886894386,0.49629479483438266
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,13.9,0.5265543728601695,0.5163629461827508,0.473372325140895,0.4820196655504677,0.4949918408167547
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.0,0.5240439765666608,0.5139011384511746,0.4722544683336762,0.48058793021748625,0.4936931102718477
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.1,0.5215632892166441,0.5114684646483628,0.4711423714135294,0.4791762291205136,0.4923983626261082
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.200000000000001,0.5191117522372339,0.5090643770125731,0.47003607902197664,0.47778410547536665,0.491107377951673
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.3,0.5166888213947314,0.5066883418437151,0.4689356327927466,0.476411079926625,0.4898199530091627
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.4,0.5142939663293851,0.5043398390471174,0.46784106880777365,0.4750566532416768,0.48853589778040696
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.5,0.5119266701083576,0.5020183616951448,0.46675241519158694,0.4737203074382204,0.4872550315794697
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.6,0.5095864287960599,0.49972341560584976,0.4656696900544608,0.47287076456679655,0.4859771796234504
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.700000000000001,0.507272751041069,0.4974545189378852,0.46459289972492673,0.47163757293948305,0.484702169588227
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.8,0.5049851576788802,0.4952112018009452,0.4635220376270898,0.47041206188921075,0.4834298284405265
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,14.9,0.5027231813497833,0.49299300588103734,0.4624570828599262,0.4691939538000753,0.4821599794054872
test,AA2017-T4,2.8,45,AA6061-T651,0.1,2.7,10,0.4,AA6061-T651,2.7,40,15.0,0.5004863661311914,0.4907994840799273,0.4613979994801661,0.46798298493420976,0.4808924390891149
