source,shotID,proj_mat,proj_density,proj_diam,angle,velocity,MLI_type,MLI_AD,MLI_standoff,bumper_mat,bumper_density,bumper_thick,HC_mat,HC_diam,HC_thick,HC_density,standoff,wall_mat,wall_density,wall_yield,wall_thick,result,perforated_class
-,-,-,g/cm3,cm,deg,km/s,,g/cm2,cm,-,g/cm3,cm,,cm,cm,g/cm3,cm,,g/cm3,ksi,cm,-,
Ratigan_JSEE_1992-Pt2,A1054,AA2017-T4,2.8,0.159,45,6.6,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1056,AA2017-T4,2.8,0.159,45,6.8,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1057,AA2017-T4,2.8,0.159,60,6.4,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1070,AA2017-T4,2.8,0.238,60,7,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1071,AA2017-T4,2.8,0.2,60,6.5,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1072,AA2017-T4,2.8,0.2,60,6.6,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1073,AA2017-T4,2.8,0.2,60,5.9,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1075,AA2017-T4,2.8,0.2,60,6.5,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1089,AA2017-T4,2.8,0.2,60,6.5,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1092,AA2017-T4,2.8,0.159,0,6.7,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1093,AA2017-T4,2.8,0.159,45,6.9,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1094,AA2017-T4,2.8,0.2,45,6.8,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1095,AA2017-T4,2.8,0.2,45,5.2,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1096,AA2017-T4,2.8,0.238,75,6.6,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1097,AA2017-T4,2.8,0.238,75,6.8,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1099,AA2017-T4,2.8,0.18,0,6.8,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1101,AA2017-T4,2.8,0.18,45,6.6,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,NP,0
Ratigan_JSEE_1992-Pt2,A1104,AA2017-T4,2.8,0.2,45,6.6,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1105,AA2017-T4,2.8,0.2,45,3.4,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1106,AA2017-T4,2.8,0.2,45,7.2,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1108,AA2017-T4,2.8,0.2,45,7,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1109,AA2017-T4,2.8,0.2,45,6.7,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1186,AA2017-T4,2.8,0.2,45,6.1,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Ratigan_JSEE_1992-Pt2,A1188,AA2017-T4,2.8,0.2,45,3.7,,,,AA2024-T81,2.77,0.025,AA5052,0.3175,0.01778,2.68,1.8,AA2024-T81,2.78,65,0.025,P,1
Hyde_HVIS_2015,HITF11393,AA2017-T4,2.8,0.4,65,0.03,,,,AA2024-T81,2.77,0.028,AA5056-H39,0.3175,0.01778,2.64,1.27,AA2024-T81,2.78,65,0.028,P,1
Hyde_HVIS_2015,HITF11396,AA2017-T4,2.8,0.4,70,7.03,,,,AA2024-T81,2.77,0.028,AA5056-H39,0.3175,0.01778,2.64,1.27,AA2024-T81,2.78,65,0.028,NP,0
Hyde_HVIS_2015,HITF11397,AA2017-T4,2.8,1,45,6.98,,,,AA2024-T81,2.77,0.028,AA5056-H39,0.3175,0.01778,2.64,1.27,AA2024-T81,2.78,65,0.028,P,1
NASA-TP-2008-214776,5292-1,AA2017-T4,2.8,0.15,0,6.74,,,,Ti-6Al-2Sn-4Zr-2Mo,4.54,0.08636,Titanium,???,???,???,1.27,Ti-6Al-2Sn-4Zr-2Mo,4.54,125,0.09,NP,0
NASA-TP-2008-214776,5292-2,AA2017-T4,2.8,0.16,45,6.79,,,,Ti-6Al-2Sn-4Zr-2Mo,4.54,0.08636,Titanium,???,???,???,1.27,Ti-6Al-2Sn-4Zr-2Mo,4.54,125,0.09,NP,0
NASA-TP-2008-214776,5292-3,AA2017-T4,2.8,0.17,60,6.9,,,,Ti-6Al-2Sn-4Zr-2Mo,4.54,0.08636,Titanium,???,???,???,1.27,Ti-6Al-2Sn-4Zr-2Mo,4.54,125,0.09,P,1
