source,shotID,proj_mat,proj_density,proj_diam,angle,velocity,bumper_mat,bumper_density,bumper_thick,standoff,wall_mat,wall_density,wall_yield,wall_thick,result,perforated_class
-,-,-,g/cm3,cm,deg,km/s,-,g/cm3,cm,cm,-,g/cm3,ksi,cm,-,-
Ryan_2011,HD9820220,AA2017-T4,2.8,0.3175,0,6.6,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.18034,P,1
Ryan_2011,HD0020013,AA2017-T4,2.8,0.3175,60,6.6,AA6061-T6,2.7,0.04518,5.08,AA6061-T6,2.7,40,0.18,P,1
TP-2003-210788,A151,AA6061-T6,2.7,0.318,0,6.6,Alclad 7075-T6,2.8,0.081,5.08,AA2024-T3,2.77,50,0.127,P,1
TP-2003-210788,A1465,AA2017-T4,2.8,0.259,0,6.6,AA6061-T6,2.7,0.203,2,AA6061-T6,2.7,40,0.203,NP,0
AFML-TR-67-324,2056,AA2017-T4,2.8,0.318,0,6.59,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.15,NP,0
AFML-TR-68-257,2056,AA2017-T4,2.8,0.318,0,6.59,AA6061-T6,2.7,0.083,5.08,AA6061-T6,2.7,40,0.15,NP,0
CR-915,D-1234,AA2017-T4,2.8,0.159,0,6.59,AA1100-O,2.71,0.015,5.08,AA7075-T6,2.8,73,0.318,NP,0
AFML-TR-67-324,2033,AA2017-T4,2.8,0.318,0,6.59,AA6061-T6,2.7,0.084,1.27,AA6061-T6,2.7,40,0.549,P,1
CR-4343,231C,AA1100-O,2.71,0.795,65,6.59,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
CR-4343,217A,AA1100-O,2.71,0.795,45,6.59,AA6061-T6,2.7,0.102,20.32,AA2219-T87,2.84,57,0.478,P,1
TP-2003-210788,A240,AA99.9%,2.7,0.318,0,6.58,Alclad 7075-T6,2.8,0.081,10.16,AA2024-T3,2.77,50,0.127,NP,0
AFML-TR-67-324,2043,AA2017-T4,2.8,0.318,0,6.58,AA6061-T6,2.7,0.084,2.54,AA6061-T6,2.7,40,0.16,P,1
CR-4343,228D,AA1100-O,2.71,0.635,0,6.58,AA6061-T6,2.7,0.081,10.16,AA2219-T87,2.84,57,0.478,P,1
CR-4343,2003-B1,AA1100-O,2.71,0.635,0,6.58,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,P,1
Piekutowski_CR-4707,4-1284,AA2017-T4,2.8,0.953,0,6.58,AA2024-T3,2.77,0.051,38.1,AA6061-T651,2.7,40,0.635,P,1
CR-4343,230E,AA1100-O,2.71,0.635,45,6.57,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
TP-2003-210788,A1371,AA2017-T4,2.8,0.299,0,6.56,AA6061-T6,2.7,0.063,10.16,AA2024-T3,2.77,50,0.125,P,1
AFML-TR-67-324,2060,AA2017-T4,2.8,0.318,0,6.55,AA6061-T6,2.7,0.16,1.27,AA6061-T6,2.7,40,0.361,NP,0
AFML-TR-67-324,2023,AA2017-T4,2.8,0.318,0,6.55,AA6061-T6,2.7,0.084,1.27,AA6061-T6,2.7,40,0.296,P,1
CR-4343,121-2,AA1100-O,2.71,0.762,0,6.55,AA6061-T6,2.7,0.203,15.24,AA2219-T87,2.84,57,0.318,P,1
CR-4343,EHSS6A,AA1100-O,2.71,0.795,0,6.55,AA6061-T6,2.7,0.16,10.16,AA5456-H116,2.66,37,0.318,P,1
CR-54201,40,AA99.9%,2.7,0.318,0,6.55,AA2024-T3,2.77,0.051,6.35,AA2024-T3,2.77,50,0.051,P,1
TP-2003-210788,A1374,AA2017-T4,2.8,0.299,0,6.55,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.125,P,1
TP-2003-210788,A1466,AA2017-T4,2.8,0.281,45,6.54,AA6061-T6,2.7,0.203,1.98,AA6061-T6,2.7,40,0.203,NP,0
CR-4343,216B,AA1100-O,2.71,0.889,45,6.54,AA6061-T6,2.7,0.203,10.16,AA2219-T87,2.84,57,0.478,P,1
CR-4343,162A,AA1100-O,2.71,0.475,30,6.53,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,NP,0
ELC_87-163,A241,AA1100-O,2.71,0.317,0,6.53,AA6061-T6,2.7,0.081,11.43,AA2024-T3,2.77,50,0.16,NP,0
Ryan_2011,HD0020122,AA2017-T4,2.8,0.3175,45,6.53,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,NP,0
TP-2003-210788,A1907,AA2017-T4,2.8,1.27,0,6.53,Alclad 7075-T6,2.8,0.318,50.8,AA2024-T351,2.77,57,0.483,P,1
AFML-TR-67-324,2017,AA2017-T4,2.8,0.318,0,6.52,AA6061-T6,2.7,0.084,1.27,AA6061-T6,2.7,40,0.478,NP,0
TP-2003-210788,1435,AA2017-T4,2.8,0.08,0,6.52,AA6061-T6,2.7,0.015,2.54,AA2024-T3,2.77,50,0.03,NP,0
TP-2003-210788,A1397,AA2017-T4,2.8,0.3,0,6.51,AA6061-T6,2.7,0.064,10.16,AA7075-T73,2.8,63,0.125,NP,0
CR-915,D-1235,AA2017-T4,2.8,0.159,0,6.5,AA1100-O,2.71,0.031,5.08,AA7075-T6,2.8,73,0.318,NP,0
Ryan_2011,HD0020010,AA2017-T4,2.8,0.3175,45,6.5,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.406,NP,0
Ryan_2011,HD9920273,AA2017-T4,2.8,0.3175,60,6.5,AA6061-T6,2.7,0.04717,5.08,AA6061-T6,2.7,40,0.203,NP,0
CR-4343,2002-B,AA1100-O,2.71,0.635,0,6.5,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,P,1
CR-4343,002A,AA1100-O,2.71,0.795,45,6.5,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
Codazzi_2002,EMI-7234,AA2017-T4,2.8,0.8,0,6.5,AA2024-T3,2.77,0.16,6,AA2024-T3,2.77,50,0.08,P,1
Codazzi_2002,EMI-7333,AA2017-T4,2.8,0.8,30,6.5,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Codazzi_2002,EMI-7364,AA2017-T4,2.8,0.8,45,6.5,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Codazzi_2002,EMI-7335,AA2017-T4,2.8,0.8,60,6.5,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Codazzi_2002,EMI-7330,AA2017-T4,2.8,0.8,75,6.5,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Ryan_2011,HD9820217,AA2017-T4,2.8,0.3175,0,6.5,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.18034,P,1
Ryan_2011,HD9920114,AA2017-T4,2.8,0.3175,0,6.5,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.3175,P,1
Ryan_2011,HD9920270,AA2017-T4,2.8,0.3175,45,6.5,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.229,P,1
AFML-TR-67-324,2037,AA2017-T4,2.8,0.318,0,6.49,AA6061-T6,2.7,0.084,1.27,AA6061-T6,2.7,40,0.592,NP,0
GM-DRL-TR-63-225,D-083,AA2017-T4,2.8,0.476,0,6.49,AA2024-T3,2.77,0.122,7.62,AA2024-T3,2.77,50,5.08,NP,0
GM-DRL-TR-63-225,D-261,AA2017-T4,2.8,0.635,0,6.49,AA2024-T3,2.77,0.16,5.08,AA2024-T3,2.77,50,5.08,NP,0
AFML-TR-67-324,2230,AA2017-T4,2.8,0.318,0,6.48,AA6061-T6,2.7,0.084,0.64,AA6061-T6,2.7,40,0.635,NP,0
ELC_87-163,A236,AA1100-O,2.71,0.317,0,6.48,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.16,P,1
TP-2003-210788,A86/5,AA2017-T4,2.8,0.953,0,6.47,Alclad 7075-T6,2.8,0.159,30.48,AA2024-T3,2.77,50,0.318,NP,0
CR-4343,P-21A,AA1100-O,2.71,0.762,0,6.47,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
CR-4343,208E,AA1100-O,2.71,0.635,65,6.47,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
CR-4343,217D,AA1100-O,2.71,0.635,45,6.47,AA6061-T6,2.7,0.102,20.32,AA2219-T87,2.84,57,0.478,P,1
AFML-TR-67-324,2219,AA2017-T4,2.8,0.318,0,6.46,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.14,NP,0
AFML-TR-68-257,2219,AA2017-T4,2.8,0.318,0,6.46,AA6061-T6,2.7,0.079,5.08,AA6061-T6,2.7,40,0.14,NP,0
CR-915,D-0996,AA2017-T4,2.8,0.318,0,6.46,AA1100-O,2.71,0.102,1.27,AA7075-T6,2.8,73,0.635,NP,0
TP-2003-210788,1792,AA2017-T4,2.8,0.115,0,6.46,AA6061-T6,2.7,0.094,1.11,AA6061-T6,2.7,40,0.169,NP,0
GM-DRL-TR-63-225,D-090,AA2017-T4,2.8,0.318,0,6.45,AA2024-T3,2.77,0.122,5.08,AA2024-T3,2.77,50,5.08,NP,0
ELC_87-163,A150,AA1100-O,2.71,0.317,0,6.45,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.16,NP,0
CR-4343,202D,AA1100-O,2.71,0.475,45,6.44,AA6061-T6,2.7,0.102,10.16,AA2219-T87,2.84,57,0.318,P,1
GM-DRL-TR-63-225,D-458,AA2017-T4,2.8,0.476,0,6.43,AA2024-T3,2.77,0.013,5.08,AA2024-T3,2.77,50,0.635,P,1
TP-2003-210788,A1464,AA2017-T4,2.8,0.317,0,6.43,AA6061-T6,2.7,0.081,5.08,AA2219-T87,2.84,57,0.318,NP,0
AFML-TR-67-324,2053,AA2017-T4,2.8,0.318,0,6.42,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.119,P,1
AFML-TR-68-257,2053,AA2017-T4,2.8,0.318,0,6.42,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.14,P,1
TP-2003-210788,A1376,AA2017-T4,2.8,0.3,45,6.41,AA6061-T6,2.7,0.064,10.16,AA6061-T6,2.7,40,0.127,P,1
CR-915,D-0951,AA2017-T4,2.8,0.318,0,6.4,AA1100-O,2.71,0.064,5.08,AA7075-T6,2.8,73,0.635,NP,0
AFML-TR-67-324,2054,AA2017-T4,2.8,0.318,0,6.4,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.14,P,1
CR-4343,EHSS1C,AA1100-O,2.71,0.635,0,6.4,AA6061-T6,2.7,0.16,10.16,AA5456-H116,2.66,37,0.318,P,1
Codazzi_2002,EMI-7324,AA2017-T4,2.8,0.8,0,6.4,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Ryan_2011,HD9920004,AA2017-T4,2.8,0.3175,0,6.4,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2032,P,1
Ryan_2011,HD9920032,AA2017-T4,2.8,0.3175,0,6.4,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2286,P,1
Ryan_2011,HD9920065,AA2017-T4,2.8,0.3175,0,6.4,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.254,P,1
TP-2003-210788,A86/4,AA2017-T4,2.8,0.953,0,6.4,Alclad 7075-T6,2.8,0.483,30.48,AA2024-T3,2.77,50,0.229,P,1
TP-2003-210788,85-20C,AA99.9%,2.7,0.762,0,6.4,AA6061-T6,2.7,0.159,15.24,AA2219-T87,2.84,57,0.318,P,1
AFML-TR-68-257,2054,AA2017-T4,2.8,0.318,0,6.39,AA6061-T6,2.7,0.084,5.08,AA6061-T6,2.7,40,0.14,P,1
AFML-TR-70-135,R,AA2017-T4,2.8,0.318,0,6.39,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.219,P,1
ELC_87-163,A228,AA1100-O,2.71,0.317,0,6.39,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.127,P,1
TP-2003-210788,A1462,AA2017-T4,2.8,0.317,0,6.39,AA6061-T6,2.7,0.064,5.08,AA2024-T3,2.77,50,0.254,NP,0
TP-2003-210788,B37,AA2017-T4,2.8,0.635,0,6.39,AA2024-T3,2.77,0.159,10.16,AA6061-T6,2.7,40,0.5,P,1
TP-2003-210788,A1468,AA2017-T4,2.8,0.318,45,6.39,AA6061-T6,2.7,0.203,1.98,AA6061-T6,2.7,40,0.203,P,1
AFML-TR-67-324,2071,AA2017-T4,2.8,0.318,0,6.38,AA6061-T6,2.7,0.257,5.08,AA6061-T6,2.7,40,0.158,NP,0
AFML-TR-68-257,2071,AA2017-T4,2.8,0.318,0,6.38,AA6061-T6,2.7,0.257,5.08,AA6061-T6,2.7,40,0.157,NP,0
TP-2003-210788,A481,AA2017-T4,2.8,0.318,0,6.38,AA6061-T6,2.7,0.057,12.72,AA6061-T6,2.7,40,0.127,NP,0
Piekutowski_CR-4707,4-1357,AA2017-T4,2.8,1.27,0,6.38,AA2024-T3,2.77,0.203,38.1,AA5456-H116,2.66,37,0.318,P,1
AFML-TR-67-324,2231,AA2017-T4,2.8,0.318,0,6.37,AA6061-T6,2.7,0.084,0.64,AA6061-T6,2.7,40,0.587,P,1
AFML-TR-70-135,S,AA2017-T4,2.8,0.318,0,6.37,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.207,P,1
TP-2003-210788,A1076,AA2017-T4,2.8,0.2,0,6.37,AA6061-T6,2.7,0.064,6,AA6061-T6,2.7,40,0.041,P,1
CR-4343,EHSS2A,AA1100-O,2.71,0.635,0,6.36,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,NP,0
AFML-TR-67-324,2080,AA2017-T4,2.8,0.318,0,6.35,AA6061-T6,2.7,0.257,1.27,AA6061-T6,2.7,40,0.32,NP,0
TP-2003-210788,A1603,AA2017-T4,2.8,0.318,0,6.35,AA6061-T6,2.7,0.081,10.16,AA2024-T3,2.77,50,0.16,NP,0
AFML-TR-70-135,Q,AA2017-T4,2.8,0.318,0,6.35,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.231,P,1
TP-2003-210788,A1459,AA2017-T4,2.8,0.318,45,6.35,AA6061-T6,2.7,0.635,5.08,AA6061-T6,2.7,40,0.16,P,1
Ryan_2013,5559,AA99.9%,2.7,0.5,0,6.34,AA6061-T6,2.7,0.127,5.08,AA6061-T6,2.7,40,0.318,P,1
CR-4343,P-16B,AA6061-T6,2.7,0.762,0,6.33,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,P,1
TP-2003-210788,A1373,AA2017-T4,2.8,0.3,0,6.33,AA6061-T6,2.7,0.063,10.16,AA6061-T6,2.7,40,0.122,P,1
AFML-TR-67-324,2082,AA2017-T4,2.8,0.318,0,6.32,AA6061-T6,2.7,0.318,1.27,AA6061-T6,2.7,40,0.305,NP,0
AFML-TR-67-324,2081,AA2017-T4,2.8,0.318,0,6.31,AA6061-T6,2.7,0.084,0.64,AA6061-T6,2.7,40,0.729,NP,0
TP-2003-210788,A1463,AA2017-T4,2.8,0.318,0,6.31,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.254,NP,0
TP-2003-210788,A1674,AA2017-T4,2.8,0.318,0,6.3,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.16,NP,0
Ryan_2013,5561,AA99.9%,2.7,0.6,0,6.3,AA6061-T6,2.7,0.2,0.11,AA6061-T6,2.7,40,0.2,P,1
TP-2003-210788,A1965,AA2017-T4,2.8,0.289,15,6.29,AA6061-T6,2.7,0.112,10.16,AA6061-CMG,2.7,29,0.191,NP,0
TP-2003-210788,A1969,AA2017-T4,2.8,0.358,30,6.29,AA6061-T6,2.7,0.112,10.16,AA6061-CMG,2.7,29,0.191,NP,0
AFML-TR-67-324,2055,AA2017-T4,2.8,0.318,0,6.29,AA6061-T6,2.7,0.084,2.54,AA6061-T6,2.7,40,0.229,P,1
CR-915,D-0919,AA2017-T4,2.8,0.318,0,6.28,AA1100-O,2.71,0.064,5.08,AA7075-T6,2.8,73,0.635,NP,0
GM-DRL-TR-63-225,D-077,AA2017-T4,2.8,0.318,0,6.28,AA7075-T6,2.8,0.081,5.08,AA2024-T3,2.77,50,0.635,NP,0
TP-2003-210788,A1682,AA2017-T4,2.8,0.318,0,6.28,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.16,P,1
AFML-TR-70-135,23,AA2017-T4,2.8,0.318,0,6.27,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.195,NP,0
TP-2003-210788,A1210,AA2017-T4,2.8,0.318,0,6.27,AA6061-T6,2.7,0.051,10.18,AA2024-T3,2.77,50,0.2,NP,0
TP-2003-210788,A1375,AA2017-T4,2.8,0.299,45,6.27,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.127,P,1
TP-2003-210788,B110,AA2017-T4,2.8,0.634,0,6.27,AA6061-T6,2.7,0.127,10.16,AA2219-T87,2.84,57,0.318,P,1
AFML-TR-67-324,2232,AA2017-T4,2.8,0.318,0,6.26,AA6061-T6,2.7,0.084,1.27,AA6061-T6,2.7,40,0.467,P,1
CR-4343,136A,AA1100-O,2.71,0.635,55,6.25,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
CR-54201,59,AA99.9%,2.7,0.635,0,6.25,AA2024-T3,2.77,0.051,6.35,AA2024-T3,2.77,50,0.051,P,1
TP-2003-210788,A1193,AA2017-T4,2.8,0.318,0,6.25,AA6061-T6,2.7,0.051,10.18,AA6061-T6,2.7,40,0.2,P,1
TP-2003-210788,A1607,AA2017-T4,2.8,0.318,0,6.24,AA6061-T6,2.7,0.051,10.16,AA2024-T3,2.77,50,0.16,P,1
GM-DRL-TR-63-225,A-289,AA2017-T4,2.8,0.318,0,6.23,AA2024-T3,2.77,0.081,5.08,AA2024-T3,2.77,50,5.08,NP,0
TP-2003-210788,A1967,AA2017-T4,2.8,0.318,15,6.22,AA6061-T6,2.7,0.112,10.16,AA6061-CMG,2.7,29,0.191,NP,0
GM-DRL-TR-63-225,D-457,AA2017-T4,2.8,0.476,0,6.22,AA2024-T3,2.77,0.025,5.08,AA2024-T3,2.77,50,0.635,P,1
TP-2003-210788,B109,AA2017-T4,2.8,0.634,0,6.22,AA6061-T6,2.7,0.127,10.16,AA6061-T6,2.7,40,0.318,P,1
TP-2003-210788,A1114,AA2017-T4,2.8,0.318,0,6.21,AA6061-T6,2.7,0.051,10.18,AA2024-T3,2.77,50,0.159,P,1
Codazzi_2002,EMI-7170,AA2017-T4,2.8,1,0,6.2,AA2024-T3,2.77,0.08,6,AA2024-T3,2.77,50,0.08,P,1
Codazzi_2002,EMI-7233,AA2017-T4,2.8,1,0,6.2,AA2024-T3,2.77,0.08,6,AA2024-T3,2.77,50,0.08,P,1
TP-2003-210788,A1488,AA2017-T4,2.8,0.358,65,6.19,AA6061-T6,2.7,0.051,2.54,AA2024-T3,2.77,50,0.127,P,1
GM-DRL-TR-63-225,D-425,AA2017-T4,2.8,0.318,0,6.18,AA2024-T3,2.77,0.041,5.08,AA2024-T3,2.77,50,5.08,NP,0
Ryan_2013,5560,AA99.9%,2.7,0.6,0,6.18,AA6061-T6,2.7,0.2,0.25,AA6061-T6,2.7,40,0.2,P,1
TP-2003-210788,A1485,AA2017-T4,2.8,0.358,80,6.17,AA6061-T6,2.7,0.051,2.54,AA2024-T3,2.77,50,0.127,NP,0
TP-2003-210788,A1971,AA2017-T4,2.8,0.318,45,6.17,AA6061-T6,2.7,0.112,10.16,AA6061-CMG,2.7,29,0.191,P,1
CR-915,D-1232,AA2017-T4,2.8,0.159,0,6.16,AA1100-O,2.71,0.031,5.08,AA7075-T6,2.8,73,0.318,NP,0
GM-DRL-TR-63-225,D-076,AA2017-T4,2.8,0.318,0,6.16,AA7075-T6,2.8,0.041,5.08,AA2024-T3,2.77,50,0.635,NP,0
AFML-TR-67-324,2089,AA2017-T4,2.8,0.318,0,6.16,AA6061-T6,2.7,0.038,5.08,AA6061-T6,2.7,40,0.158,P,1
AFML-TR-68-257,2089,AA2017-T4,2.8,0.318,0,6.16,AA6061-T6,2.7,0.041,5.08,AA6061-T6,2.7,40,0.157,P,1
CR-54201,118,AA99.9%,2.7,0.16,0,6.16,AA2024-T3,2.77,0.025,3.18,AA2024-T3,2.77,50,0.025,P,1
GM-DRL-TR-63-225,D-456,AA2017-T4,2.8,0.476,0,6.16,AA2024-T3,2.77,0.041,5.08,AA2024-T3,2.77,50,0.635,P,1
GM-DRL-TR-63-225,D-367,AA2017-T4,2.8,0.476,0,6.16,AA7075-T6,2.8,0.081,5.08,AA2024-T3,2.77,50,0.635,NP,0
CR-4343,206F,AA1100-O,2.71,0.475,45,6.15,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,NP,0
CR-4343,P-13B,AA1100-O,2.71,0.635,0,6.15,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,NP,0
CR-4343,189A,AA1100-O,2.71,1.27,0,6.13,AA2219-T87,2.84,0.318,30.48,AA2219-T87,2.84,57,0.318,P,1
AFML-TR-70-135,28,AA2017-T4,2.8,0.318,0,6.12,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.259,NP,0
GM-DRL-TR-63-225,D-461,AA2017-T4,2.8,0.476,0,6.1,AA2024-T3,2.77,0.16,5.08,AA2024-T3,2.77,50,0.635,NP,0
TP-2003-210788,A1467,AA2017-T4,2.8,0.3,45,6.1,AA6061-T6,2.7,0.203,1.98,AA6061-T6,2.7,40,0.203,NP,0
CR-4343,189B,AA1100-O,2.71,1.27,0,6.1,AA2219-T87,2.84,0.318,30.48,AA2219-T87,2.84,57,0.478,NP,0
Codazzi_2002,EMI-2419,AA2017-T4,2.8,0.6,0,6.1,AA2024-T3,2.77,0.08,6,AA2024-T3,2.77,50,0.08,P,1
GM-DRL-TR-63-225,D-075,AA2017-T4,2.8,0.476,0,6.1,AA7075-T6,2.8,0.041,5.08,AA2024-T3,2.77,50,0.635,P,1
CR-4343,2002-A,AA1100-O,2.71,0.635,0,6.08,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,P,1
ELC_87-163,A315,AA1100-O,2.71,0.317,45,6.08,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.127,P,1
TP-2003-210788,A1560,AA2017-T4,2.8,0.357,0,6.08,AA6061-T6,2.7,0.127,3.81,AA6061-T6,2.7,40,0.229,P,1
TP-2003-210788,A1676,AA2017-T4,2.8,0.318,0,6.07,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.16,P,1
GM-DRL-TR-63-225,D-440,AA2017-T4,2.8,0.318,0,6.06,AA7075-T6,2.8,0.16,5.08,AA2024-T3,2.77,50,0.635,NP,0
GM-DRL-TR-63-225,D-009,AA2017-T4,2.8,0.476,0,6.05,AA2024-T3,2.77,0.081,10.16,AA2024-T3,2.77,50,0.635,NP,0
CR-4343,217C,AA1100-O,2.71,0.635,45,6.05,AA6061-T6,2.7,0.102,20.32,AA2219-T87,2.84,57,0.478,P,1
TP-2003-210788,A1672,AA2017-T4,2.8,0.318,0,6.05,AA6061-T6,2.7,0.064,10.16,AA2024-T3,2.77,50,0.16,P,1
GM-DRL-TR-63-225,A-432,AA2017-T4,2.8,0.318,0,6.04,AA2024-T3,2.77,0.081,5.08,AA2024-T3,2.77,50,0.635,NP,0
GM-DRL-TR-63-225,D-243,AA2017-T4,2.8,0.476,0,6.04,AA2024-T3,2.77,0.16,5.08,AA2024-T3,2.77,50,0.635,NP,0
CR-4343,P-16A,AA6061-T6,2.7,0.762,0,6.04,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,P,1
CR-915,D-1776,AA2017-T4,2.8,0.318,45,6.03,AA1100-O,2.71,0.102,5.08,AA7075-T6,2.8,73,0.635,NP,0
AFML-TR-67-324,2072,AA2017-T4,2.8,0.318,0,6.02,AA6061-T6,2.7,0.254,1.27,AA6061-T6,2.7,40,0.478,NP,0
AFML-TR-70-135,Y,AA2017-T4,2.8,0.318,0,6.02,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.259,P,1
CR-4343,EHSS1B,AA1100-O,2.71,0.635,0,6.02,AA6061-T6,2.7,0.16,10.16,AA5456-H116,2.66,37,0.318,P,1
Ryan_2011,HD9920159,AA2017-T4,2.8,0.3175,0,6,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.4064,NP,0
Ryan_2011,HD0020051,AA2017-T4,2.8,0.3175,45,6,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.229,NP,0
Ryan_2011,HD0020123,AA2017-T4,2.8,0.3175,60,6,AA6061-T6,2.7,0.0457,5.08,AA6061-T6,2.7,40,0.254,NP,0
TP-2003-210788,85-24F,AA99.9%,2.7,0.635,0,6,AA6061-T6,2.7,0.159,15.24,AA2219-T87,2.84,57,0.318,NP,0
CR-54201,46,AA99.9%,2.7,0.635,0,6,AA2024-T3,2.77,0.051,6.35,AA2024-T3,2.77,50,0.051,P,1
Codazzi_2002,EMI-2564,AA2017-T4,2.8,0.5,30,6,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Codazzi_2002,EMI-7338,AA2017-T4,2.8,0.5,60,6,AA6061-T6,2.7,0.08,6,AA6061-T6,2.7,40,0.08,P,1
Ryan_2011,HD9920014,AA2017-T4,2.8,0.3175,0,6,AA6061-T6,2.7,0.07874,5.08,AA6061-T6,2.7,40,0.2032,P,1
Ryan_2011,HD0020019,AA2017-T4,2.8,0.3175,60,6,AA6061-T6,2.7,0.04726,5.08,AA6061-T6,2.7,40,0.203,P,1
CR-4343,185A,AA6061-T6,2.7,1.27,0,5.99,AA2219-T87,2.84,0.475,15.24,AA2219-T87,2.84,57,0.475,P,1
CR-4343,228A,AA1100-O,2.71,0.795,0,5.99,AA6061-T6,2.7,0.081,15.24,AA2219-T87,2.84,57,0.16,P,1
CR-4343,216A,AA1100-O,2.71,0.889,45,5.99,AA6061-T6,2.7,0.203,10.16,AA2219-T87,2.84,57,0.478,P,1
ELC_87-163,A316,AA1100-O,2.71,0.317,45,5.99,AA6061-T6,2.7,0.081,5.08,AA2024-T3,2.77,50,0.16,P,1
CR-4343,2003-A1,AA1100-O,2.71,0.635,0,5.98,AA6061-T6,2.7,0.16,15.24,AA2219-T87,2.84,57,0.318,NP,0
GM-DRL-TR-63-225,D-150,AA2017-T4,2.8,0.318,0,5.97,AA2024-T3,2.77,0.013,5.08,AA2024-T3,2.77,50,5.08,NP,0
AFML-TR-70-135,27,AA2017-T4,2.8,0.318,0,5.96,AA6061-T6,2.7,0.0794,5.08,AA6061-T6,2.7,40,0.255,NP,0
TP-2003-210788,1796,AA2017-T4,2.8,0.159,0,5.96,AA6061-T6,2.7,0.095,1.11,AA6061-T6,2.7,40,0.17,NP,0
CR-4343,156B,AA1100-O,2.71,0.475,65,5.95,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,NP,0
CR-4343,2004-C,AA1100-O,2.71,0.635,0,5.95,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
CR-4343,135A,AA1100-O,2.71,0.635,30,5.95,AA6061-T6,2.7,0.16,10.16,AA2219-T87,2.84,57,0.318,P,1
